tas;uas;vas;rsds;rlds
3.326981950377336;3.163769788184081;0.14390567320812256;-0.7599308264776443;288.04875681123923
3.0481678638063903;3.2102633311714115;-0.1683288955018647;-1.3169389011697281;288.34432111247645
1.446851732377349;1.2268485678954462;-1.6246230260886372;0.2189076255742477;256.8656897267473
2.783664871015237;1.2378348603144396;0.4694252816555272;22.57910753868037;291.8275298370597
3.587348944235884;0.35292203485993096;3.8547238020568595;145.33951762010935;314.6588534836373
1.5765494281498804;0.26970095212819906;1.6974533843850155;-1.4698318662565215;260.4571023036943
1.6699184599113184;-0.9339100600804912;-2.699285481797282;0.8033110626582189;299.90286484241784
2.959788058438302;-3.6089716855173126;-1.111068205771186;22.77646233499894;300.4833674903063
0.40193164227103484;-1.062625447969765;4.697914565650211;126.52741344896441;318.8604159935152
4.065709577267097;1.197865107840105;6.938983800093666;1.391293693526995;299.5557210416175
4.7893337942377405;0.8364067061234532;-0.21073227640530198;-0.6239550577655835;272.34209888059445
2.0659985196019774;0.7320911133606847;1.6660454547336123;-1.996624757204127;261.9708219053522
2.98384493828426;0.9397296532490153;2.4078292097512577;-2.9558511205018725;268.54931954718967
4.097127070497311;1.9524009472525814;-0.751077131500016;24.78268829773135;288.262552874901
4.536819728075645;-0.09325127038854522;0.9400780956850058;-3.2700393353102433;259.59670674564603
2.1327948769069325;0.16398705414336787;0.03442053248531794;-1.8414681613318138;262.56739568876344
6.613458510107625;-4.1660755116464925;-3.582114349085598;-4.385704847517991;271.8400060696204
2.0844572474525798;-0.24812763955972789;2.168790629443055;-2.22275144620246;260.6405522662867
2.2654916509596914;0.010680327749248816;1.1293556414332002;-0.02943491942253429;262.71995912250213
-1.6333229551485489;-3.016921662485566;1.3385152490615444;107.61560968272897;317.90874372426094
-4.232910413388745;0.6826734766641613;-0.19479110939297115;-4.549525040440172;270.56029619244333
-1.2210727826817007;25.08526824445395;-6.229131328110701;203.75730433139947;300.01596578320544
3.949069002641154;0.7315910062619366;-0.4650423105798466;-1.6832649370905755;271.3859280250847
0.916984198380548;0.4138641386819638;0.012272460724027445;-1.0304247770630965;264.59627553272344
1.6447629872895817;1.3648618944572706;5.555246842775808;41.87447910907371;271.25298951675234
