date;tas;sfcWind;rlds;rsds;huss;uas;vas
1950-01-01;-1.012797426599775;2.6272002141999606;281.0121294422969;25.59559158471791;3.404120299323885;1.3183310435407096;-1.489707281794879
1950-01-02;-1.742504973341056;3.3205462329782702;216.0966120864829;74.10817686076223;2.9036924232985672;-0.10120346037714437;3.1801854089763206
1950-01-03;0.06178164189191193;3.374428710216875;225.32880865008627;70.56620075069992;3.5279543918729375;0.3869833256620916;3.3225788098661138
1950-01-04;0.3355002349288725;2.7533365791643707;231.9599970834729;61.46126237773496;3.325218114007737;0.216860644509202;2.7177687043600183
1950-01-05;0.35619000747169594;2.644159741305862;230.22966205634145;65.85737800708931;3.1894288136596423;-0.055116397502294634;2.6330125845368677
1950-01-06;0.9386942166568701;3.217069848556781;246.91053942024374;55.65056406752498;3.5724574542792746;0.3162903232564477;3.162572723377424
1950-01-07;0.9302444011714215;2.111199154010117;275.94813612088376;38.20896390773607;3.872211437304833;0.35362484359497315;1.9489936962940508
1950-01-08;1.5195455445692687;2.9188765848137352;306.04128514202023;14.110601077143892;4.224744608572377;1.5830017666780858;1.7517385773793988
1950-01-09;-0.08949263291179932;2.430706101132993;302.8989021105234;26.71207839386763;3.6274255787520064;0.7195042349437677;-1.6012521367064623
1950-01-10;-0.7433257101195636;3.158888483794948;233.88506707120945;79.5791178366777;3.335529543820342;-0.33866256011007223;2.906378040459069
1950-01-11;1.8922398776109048;4.497915159949353;270.9067896974636;47.7561116763626;4.093913228445858;0.5988479369498271;4.412573773045927
1950-01-12;3.207425021975439;3.8847212708653127;288.9485481156263;29.927765933673797;4.488005073937436;0.4518326758807004;3.8269587348842
1950-01-13;3.911688140133265;5.476520347451155;265.53815095193517;46.9427503460169;4.231968995209459;-0.178196071908649;5.455342098503623
1950-01-14;5.059733522715646;6.4312851834865565;310.77417030828235;22.290358005339197;4.901348314325724;0.52306542576797;6.376574643542779
1950-01-15;3.991562812863492;5.4236649318980215;315.4912985627188;11.203813250197;4.855136546198342;2.623953598695435;4.541773073739705
1950-01-16;2.6225111667292254;5.686179586813695;310.0929983429616;2.830895691901721;4.4755905541633085;2.254021466838868;3.1515185716776077
1950-01-17;-0.5421595132346511;5.947841971450263;295.60410871288957;26.113838526840325;3.4221339317510417;3.4959003518782743;4.340038812933276
1950-01-18;1.9013395300635807;6.403181382428703;310.40706175637257;11.558945233465906;4.229531362370258;4.827675604155718;3.799286097824416
1950-01-19;3.8485719714139464;6.085711171360094;312.19503626437256;8.25414721212939;4.99735934851136;3.071968527991727;5.075689570949218
1950-01-20;3.021941452380588;6.318213905960864;300.899236916838;9.342664159742725;4.463501256860743;4.396152853383513;3.040225850764136
1950-01-21;-0.5708801235172132;4.561882425918972;294.7411535514193;25.155254102133455;3.369121632301966;2.9215753275028944;3.4026976844412524
1950-01-22;-1.1311184233505287;4.41246035090721;286.874519092752;36.76975599119706;3.2998963781674626;3.1766422501247065;1.5597090223953374
1950-01-23;2.194692271789279;5.799364103339109;307.467681046261;26.233479846054628;4.387227418197896;2.1959512223314306;5.339549734716507
1950-01-24;3.5340094492352705;4.326898490307231;315.81615373808023;17.144877789107767;4.868631385422933;2.4287182337361863;3.5010180473919585
1950-01-25;2.065928778567013;2.2474347033728344;296.69869369645073;18.616807611146193;4.374363588930998;1.8158418477736755;1.1052450937296097
1950-01-26;-0.968302016257212;2.983915779613932;290.22144617078544;41.57973671193539;3.4369599017219197;2.5092665807043617;0.1175917241643758
1950-01-27;0.4544872606512058;4.054643129726981;293.9040849195813;29.821930946229145;3.7663743550764477;2.6778526313844897;2.825990797629882
1950-01-28;0.9923895151965212;4.249832704272043;303.66796252465053;16.03359111006491;3.941941516191895;2.2007356527990973;3.5991126706764516
1950-01-29;1.289623831597737;3.2676603533260535;311.13640194366656;17.49390530467741;4.177253929187433;2.639612461817631;1.3634414176517193
1950-01-30;-0.3319962177299658;2.5434015360137248;289.1722776334296;44.68800150616115;3.6540488633046126;2.071309702267171;0.21416468907917086
1950-01-31;1.4177447186283416;3.7407185906667184;290.0157571159633;45.75771486434603;4.191024461616398;1.2062661583349976;3.47873006559815
1950-02-01;3.3549868729141394;4.672670842421505;314.91633739262716;30.953036479951383;4.697542408421769;1.2678606052284016;4.475323081337752
1950-02-02;1.5392934880968028;3.7948218647895553;312.1763327738832;6.753617841929728;4.285208916773294;2.045154353844002;0.7481981551273371
1950-02-03;-0.6505992422522127;3.445337145432535;295.2323589618051;44.89985432932468;3.578342585377174;2.4717130659425828;0.8567658049693221
1950-02-04;2.3575415339404344;4.349378810301624;306.4085941385008;30.22638205756183;4.568635325237489;1.918509406148414;3.8321567639689897
1950-02-05;4.550349201641495;5.337662044671977;321.64634130615025;21.160158529908514;5.2756569547694125;2.3791916837788243;4.702285847817988
1950-02-06;3.7604084475379977;4.2532539541467385;317.66628610573076;28.759194557514345;4.914960303886684;3.9510115714311365;0.5635165192984042
1950-02-07;-2.2633283532362043;4.040833513975907;264.8633153598916;66.1007476363751;2.8506712761578292;2.0304556805177536;-3.175615332388478
1950-02-08;-3.011092097943674;2.8314781507643936;216.49114728562188;121.63603480607266;2.4209864599837037;0.24789239479898323;2.3856619653899322
1950-02-09;2.0172924467424878;3.402459715451838;270.3923936157746;75.35878927837855;4.27578835019991;1.3450501017029268;3.0603279133802754
1950-02-10;3.2611609156865597;2.7377808273754374;319.29947454015564;37.45552770002577;4.794605978394015;2.2026296698710146;1.4242301082164817
1950-02-11;2.35291990235703;3.509095393965505;310.4735188012359;34.69336642880963;4.310551665828463;3.3069191075147164;0.985323552631109
